umbral,paresTotales,paresConectados,porcentajeConectado,promedioSimilitud,medianaSimilitud
0.6,780,256,32.82051282051282,0.38039071182065554,0.25
0.8,780,149,19.102564102564102,0.38039071182065554,0.25
0.95,780,149,19.102564102564102,0.38039071182065554,0.25
